O1	F	3.47	-13282
O2	F	0	0
Mg1	F	0	0
Mg1O1	F	-1.19	3794
Si1	F	6	-20919
Si1O1	F	2.51	8207
Si1O2	F	-1.44	18326
Fe1	F	6.35	-19704
Fe1O1	F	3.39	-9951
Al1	F	5.7	-15862
Al1O1	F	3.04	-2143
Al1O2	F	-0.09	5523
Al2O1	F	2.04	10232
Al2O2	F	-1.53	23025
Ca1	F	0	0
Ca1O1	F	-1.61	6128
Na1	F	0	0
Na2	F	-4.31	4281
Na1O1	F	-1.43	1287
Na2O1	F	-7	11898
K1	F	0	0
K2	F	-3.94	2852
K1O1	F	-1.28	959
K2O1	F	-7.29	13340
Ti1	F	6.46	-23025
Ti1O1	F	4.31	-2101
Ti1O2	F	-0.41	17926
